redshift_real,redshift_predicho
0.000291401,0.012709850766904493
2.252119,1.3218642145271542
0.07851025,0.0966993128525641
-0.000267524,0.0004703365000549159
1.003553e-05,0.006255216834704064
0.08044476,0.09218425940303465
0.001270072,0.011649584899680196
0.04017343,0.05215606800487699
0.05258041,0.05594119521581621
0.000186651,0.013985452641845392
-3.31e-05,-0.03971838202011749
0.03789678,0.06648486858441204
0.05856128,0.0753248355434712
-0.000219439,-0.0029968394830654083
0.0314129,0.06885709860388921
-2.16e-05,-0.041418536351931434
2.239547,1.3212897003838786
0.08339317,0.07900858444088446
0.04646964,0.08701991994200374
0.000420254,0.008971091059922873
-2.12e-05,0.006738135144262969
-0.000212508,-0.03259685593211832
0.000232024,-0.01431547889272039
0.05189087,0.05630306108426557
0.1109957,0.08138431866560422
0.06784864,0.07071933883893025
0.08574945,0.08792681118556425
-0.000108596,-0.01026926403208682
0.1409499,0.09217669935961131
0.00022979,-0.018255740539121684
5.651921e-05,0.0029496083450680083
-0.000814368,0.059866624398599314
2.015256,1.3239077460819482
-0.000255803,0.021890750162148018
0.000374991,-0.0012968267944852285
-8.02e-05,-0.003964130438193797
0.05153014,0.09408528867270056
0.1348176,0.08419767711087583
0.02136928,0.09027738678374066
0.08337064,0.09512451612860323
0.06533257,0.07835936817139814
-0.000312095,0.014314856526568734
0.0001116,-0.0017414354654970848
0.000206835,-0.003946223641299776
0.000227574,-0.01490713373314706
0.1044627,0.08322107422905829
-0.000430634,0.004414222487466979
-9e-05,-0.009100924765885116
0.000605494,0.01895135020437766
-2.56e-05,-0.02160193099266078
7.539814e-05,-0.00994610366588608
0.03379481,0.09471621447567469
0.000127413,0.028506545250539743
0.09005839,0.09372192246689522
0.06000935,0.0701241953543271
-0.000124401,-0.04452999472116417
-6.16e-05,0.010869136643078814
0.1056942,0.09445941752579412
0.000343714,0.004379248646845801
0.3071993,1.306800304602663
0.000304034,0.024177297072196603
0.07828303,0.09623801720260416
0.06454878,0.09684838078192085
0.1088155,0.07162429485983836
0.00012111,-0.03325001355706102
0.0324094,0.08286046732436361
0.0858928,0.08849805707672503
0.03263894,0.0641102359262185
0.1072973,0.10059529007686312
0.09567286,0.08161007457807559
2.078326e-05,0.024516185437548167
0.04817573,0.08968527853168043
-0.000134868,0.012240533971211096
0.06314352,0.0874657875133417
0.04684968,0.08583272443185051
0.1432338,0.09936990139301971
-0.0002554,-0.0024082577735670685
0.9269264,1.313293618898378
0.05433347,0.08453375770535446
0.0824774,0.10364363703632624
0.08808842,0.09406302201540256
0.02492348,0.09597947430000116
1.474855e-05,-0.013330427112910312
0.09379867,0.08472247382626537
0.08195076,0.07935944429573881
0.1167877,0.08497242425307973
0.03893944,0.08464565305608787
0.10045,0.09583661340470322
0.000157964,0.006551728219027511
-4.92e-05,0.004923214495153108
1.92721,1.3107681979566932
-0.000180286,0.010000143224799612
0.000433155,0.002412229067029481
1.685386,1.332718565514241
0.08986662,0.09929189043382207
0.125378,0.09557993288532356
0.4322039,1.3217521049686145
0.08612453,0.09621572078423786
1.903297e-07,-0.01975045794002836
0.04518166,0.057942509864011185
9.675207e-05,0.007715212567253049
0.000186047,0.02291958416552324
0.09508941,0.07018626198436284
6.858409e-05,0.029263348323817856
0.09376729,0.057268343110460425
8.0479e-05,-0.020348737193610397
0.04287855,0.07148561888980216
6.484734e-05,-0.015797762861390133
-0.000160786,0.029225239105359527
0.08160563,0.10435023073477445
8.541663e-06,0.041977212997603666
0.000166582,-0.011246736311854355
0.000240366,0.013652774701321715
3.187034e-05,0.008416877194803302
0.08364218,0.09262316436966217
0.0779141,0.0915452369006981
0.00013317,0.008974895952119935
0.1177969,0.08632189014491318
0.03325611,0.06673529125841074
0.05257575,0.07772068053063358
-4.7e-05,-0.019297996789598787
-1.07e-06,-0.014036081150752874
0.02428168,0.07811935142415215
0.1111365,0.0948694300688326
0.08935121,0.08294750273487413
3.883882e-05,-0.005371757137647287
0.000119377,0.023191307188416055
0.2163979,0.088221088076846
0.0302637,0.10281428907690018
-1.04e-05,-0.01919548478313296
0.06295883,0.08782194398736298
0.05292236,0.07897628460622097
4.658951e-05,0.00733690761864024
0.000169125,0.014269649254992356
0.09748572,0.09041618530510438
0.1159049,0.07549572588651893
0.204668,1.3134308772520809
0.09709498,0.10524055776214176
0.02611034,0.09739293358477812
0.1269785,0.09601887566312269
-0.000208217,-0.006961489509644717
-0.000104632,0.014581383733657208
0.00014286,0.008999404838063968
0.000400874,-0.019246434452975233
0.1618795,0.09759453957825912
0.05252395,0.09485068749096576
0.000138739,0.010315482484785685
0.000178696,0.005394584587848361
0.07628822,0.06939157265617536
9.778229e-05,-0.002627606070677538
4.988499e-06,-0.04260232737399611
0.1207005,0.09657876816260669
0.0775865,0.08863384582670687
6.544802e-05,-0.01076541095019766
0.09147765,0.07209205117497039
0.06238078,0.0559515026596227
1.743349,1.3277281542822164
0.04458822,0.05649479008454293
-0.000114296,-0.03385091383550268
0.03587253,0.05941161138933124
0.1063788,0.09370739093880485
0.5843571,0.13190901410004732
-0.000437207,-0.002734816884956262
0.08626503,0.08788487078125175
0.000812106,-0.03929031028850358
0.07372,0.09363438444820678
0.04364219,0.06629621738761173
-0.000123679,0.040950544437680175
-4.47e-06,0.02755816383495921
0.00035929,0.014684882031072127
0.000255109,0.01866618225877982
0.000246499,-0.003136965407276246
0.000161151,-0.012525289400678666
0.08243853,0.0814459041077145
0.1458459,0.07767633860817044
3.053408e-05,0.03907455104501695
0.09581669,0.10075754494769025
0.000122275,0.007848974128891198
-8.05e-05,0.0025251491092372624
-0.000203801,-0.006332231037422517
0.02204254,0.06890901004701502
0.000100227,0.021927141029748298
-0.000190214,-0.03179513289614029
0.000372674,0.013903393588000731
0.000275973,0.001987436143049859
0.08517714,0.07220319672702373
8.452866e-05,-0.009883570431138355
0.07540575,0.09434796349832511
0.06929749,0.10195716625226149
0.09429195,0.10226828668722349
0.07621709,0.08575436870570052
-2.31e-05,-1.995237949971307e-05
0.000160757,0.009016634395565479
0.000108041,-0.015031017873441091
0.001114151,0.027300352767623923
0.000516612,0.025919620070774724
0.05377915,0.09390061372482805
2.212082,1.3259715287209963
0.05914621,0.08539648766485146
0.000158827,-0.014103686680052602
-7.07e-05,0.0047580573506311175
-0.000159044,-0.03922259096626146
0.08580142,0.09994040386532671
-3.66e-05,-0.0018862083977751604
0.1369061,0.09433050665093862
0.1535724,0.09387672752997263
0.09075543,0.11237060325393083
-5.12e-05,0.039670112402927775
-0.000114803,-0.01329673683299408
-6.43e-05,-0.0009342112277842263
0.0391009,0.05463062946641981
7.29134e-05,-0.005323251297890796
0.000392956,9.790667274731102e-06
0.000124007,-0.011385578770503016
0.1525046,0.09434431383358143
0.0,0.07059684093912352
0.000147462,-0.0027703663793259975
0.000395758,-0.002119682522608163
0.03817948,0.07789241295519492
0.000723429,0.027425648334710007
0.08545643,0.09160821378969863
0.02990131,0.035076093808670016
-3.55e-05,-0.009178494869602552
0.0817799,0.06858961046394145
6.237394e-05,-0.012962201818720931
0.1082375,0.09091980190515296
0.03284724,0.06870828185837184
0.1261862,0.08397547276077212
0.131564,0.0696029331073888
0.000453597,0.020976741966491422
0.4285848,1.3001183422551317
0.07850038,0.06652970407124023
-0.000263366,-0.015256714890129655
0.05549897,0.08153432095137875
8.775613e-05,0.001308804766752214
0.05325856,0.09068993173443082
0.1380527,0.07998343516193772
0.0624137,0.11505524359340104
-0.000131042,-0.0006564974691293107
9.023838e-05,-0.018728417182623164
0.1539818,0.09737579859352738
0.000357798,0.007959257085674895
0.000173668,-0.014430537651296496
0.1905843,0.09036510477747502
0.1075899,0.08407993959186562
0.5433545,1.3218483930056761
0.04475124,0.07698126674307326
0.000132566,-0.02657115281446147
0.07275175,0.10354943032891445
2.160951,1.3210175962866408
0.081264,0.09582617374733086
-3.85e-05,-0.032418131466848576
0.1054251,0.08986417068277054
0.04787529,0.05741639834949818
-5.38e-05,-0.007013905130798331
0.06697311,0.07701588541979347
-0.00018875,0.0026430357243018704
0.000230188,0.035097954112671394
0.08014102,0.07804120988202307
0.05091982,0.09971481805687837
0.08299146,0.06897736456628448
0.000147034,0.0030240611559298886
0.000461252,0.013179057662565538
0.06002207,0.09753372468115559
6.121534e-05,0.013305157534349965
2.920879e-05,-0.0023558148729765777
0.1591523,0.09932718510515551
0.000659286,0.022688595093859648
0.02986431,0.08111573834915642
0.000137749,-0.016409959831929596
0.084067,0.09187985639084274
0.02532009,0.10158334911999628
0.000343385,-0.035117411516592784
0.0,0.08441904321951892
0.08816,0.09951404639344848
4.654909e-05,0.0009770238974006612
0.0745604,0.08192485490294567
-7.43e-06,-0.026336831917066747
0.07863385,0.10185618997083515
-6.57e-05,-0.006601771369662529
0.000204169,-0.002506866211963041
0.09000984,0.07412205213662225
0.000118938,-0.007108691054511895
1.540834,1.3292819519626624
0.05294834,0.0899280290422338
0.08552645,0.08038598156444955
-2.25e-06,0.007025232075400498
0.00019872,0.01182638546952823
0.07795306,0.07015502159193185
0.08306821,0.08741447508142111
-0.000421985,0.019841736476382946
0.07125236,0.05520656286723484
1.177334e-05,-0.028150618659166418
0.05911322,0.08227125223875695
0.063648,0.06622666165866117
1.400813,1.3215989759523887
2.086109,1.322139981537714
0.2854283,1.3177161621561753
0.000588787,0.009531623489768867
-0.000105127,-0.01817965819546556
0.07090618,0.06583900183714145
7.300331e-05,-0.0012167718067406519
0.1346428,1.324772272863633
7.610551e-05,-0.00639925365308168
0.1202468,0.0966534114247492
0.07287462,0.08396621812565946
0.09782609,0.07921966399740422
0.05993758,0.08846018768051911
1.55342,1.3124376283871144
0.06711114,0.08472038233223673
0.08826268,0.08294397458282005
0.1150499,0.10082670968370093
0.0001586,0.0008140687759361914
0.000790196,0.02093274683804186
0.000162792,-0.027967058378398274
1.231291e-05,0.012269166730073694
3.326171e-05,-0.008699018970303521
0.1048496,0.10214880696832915
0.1082391,0.09285207297324324
0.04767711,0.058854103639151556
-0.000114203,0.008582093314393621
0.1258695,0.10220213406944063
0.000717076,0.008569317874333723
-8.72e-05,0.005346077030242882
-0.000848519,0.022595029881373144
0.000698341,0.016042891878717727
0.1113323,0.0788846255028145
6.822751e-05,-0.012652775190523588
-0.000165448,0.03719047247050556
0.1608123,0.09775649165578537
0.00076811,-0.009973650942572035
-0.000123804,-0.012293054407697526
0.000216307,-0.006348304406094379
0.08610872,0.08292817060718419
0.1386025,0.09758326786896722
3.869411e-05,-0.007149157092697922
0.08081605,0.10042417711647858
-0.000324332,0.027898254221344405
1.797628e-05,-0.0273063877764447
0.08682497,0.0736575186431131
0.07496322,0.08336203976900866
1.489723,1.3437401799292346
0.000421266,0.010073214253652846
-6.63e-05,-0.013896575911712145
0.08149713,0.08845244586227263
0.117861,0.07636273743330366
0.000372172,0.01768753357771015
0.1162082,0.08613180484043152
0.1860399,0.09236013302700012
0.09403078,0.08692334590691624
0.000186534,-0.010025232767528675
0.04237309,0.1008034378866897
0.0968032,0.08621932790590753
4.366251e-05,0.0025099037330764684
-0.000162027,-0.025671923865965895
0.000169247,-0.027673316340636134
0.000904518,-0.015472243690686394
8.219396e-05,-0.0327867297271372
0.000147074,0.026798460118620436
0.000542095,0.004147168328962822
-0.000262917,0.01487199164629023
0.1504243,0.07690549654838619
4.05953e-05,0.008106465660507614
1.930816,1.3085022846455947
0.000224373,0.01577304834353624
0.000214785,0.01675235089068529
-0.000315711,0.023810752761691853
0.000320433,-0.005492276620156389
0.00012498,0.015353693896027393
-5.2e-05,-0.015818647075967834
5.669787e-05,-0.008350777064038306
-2.14e-05,-0.038075558182995614
8.761073e-05,-0.007789469176138639
-0.000166664,0.00651055757744004
5.850874e-05,-0.001022355197786956
0.1032969,0.09421384205795225
0.04872853,0.07037420150551109
-0.000119733,0.02352002920348356
1.055812,1.323713903118181
-0.000330005,0.02740678167266617
-6.1e-05,-0.02674231510353299
0.09883341,0.07441058795106026
0.00012645,-0.008020886750629189
0.000718183,0.01440214156692654
-8.78e-05,0.043207116111235726
-8.04e-06,0.017336543945992267
0.1569634,0.07758723707229286
-1.02e-05,0.00710359957542106
0.0826645,0.09101243794383948
5.08847e-06,-0.00563938231170813
-0.000150843,-0.010701108077557142
1.54791,1.3286061948168404
1.81123,1.3189849953926684
0.000382033,0.023798816247589047
0.1001999,0.0918222365813553
0.1228459,0.08125839119183154
-2.89e-05,-0.02551075992157431
0.1048234,0.09423687241000493
-4.97e-05,-0.04740118018547784
0.00049741,0.0041937629827348555
-0.000304592,0.017864250705038665
0.05251924,0.08569478922989522
3.009666e-05,-0.026906589080885904
0.0,0.04109902378992751
0.04749686,0.07417814925557753
0.000126068,-0.01299851024279701
0.1467433,0.09636401570545718
0.0874192,0.09982901579531994
0.0610222,0.09496098044298626
-0.000234223,0.020898857448888405
-9.36e-07,-0.00507694362478249
0.04052293,0.08254673501142497
0.000116505,-0.001401396160004481
0.04526117,0.0618496335452875
0.05430352,0.0868769902455435
0.000404448,-0.010635732284178759
0.04868324,0.07385789338570382
0.000274586,0.009555345529643516
0.5148025,1.3059884378682183
-0.000383771,0.026642097170254807
0.07819632,0.09152017723281228
4.428815e-05,0.00475966085933853
0.00055975,0.024199440401170856
0.08565257,0.07695290074761665
0.07972385,0.07560419247463926
-0.000111743,-0.03180611928925978
0.0743883,0.058058271389212115
0.111321,0.09441341509376049
0.09660596,0.07180596717729393
-0.00028487,0.0191935821545456
2.068869,1.3118752823873774
0.09500289,0.09734524331880776
0.000224767,0.03657858861885881
7.536282e-05,0.006449870741994074
0.000395736,0.008586630784497687
-0.000129091,0.011170794443162782
-9.23e-05,-0.04031689366427374
0.03307562,0.10587599240264575
-6.89e-05,0.017259546081468888
-0.000376144,-0.03101928603740095
0.08845632,0.08280370903186515
1.222245,1.3223896608430723
3.383154e-05,-0.003695507878524351
-0.000326997,0.014124325691415085
7.596036e-05,-0.031595438474498805
0.08417733,0.07136768752081415
0.000327756,-0.0042156841041455645
0.05680196,0.09777909813791666
-2.2e-05,0.050655069028344234
-5.74e-05,-0.03397392123602473
0.09100856,0.09827565093346557
0.000809733,0.021604722216553685
0.06783732,0.07444458631789373
0.07134143,0.060054802526437925
0.059319,0.09464254751717237
0.0525437,0.10110732574512238
0.000123065,-0.002630619946396351
0.000313939,0.019820760052971523
-0.000180701,0.0022425200251168786
-0.000190514,-0.009791117649910613
0.0553918,0.07539837130854515
0.1084433,0.08559226085365232
2.043099e-05,-0.012159820571828017
0.02618548,0.07775793200608486
9.774827e-06,-0.0032481928769277774
-0.000239642,0.0038303979688522893
0.1089624,0.08978327228151935
5.843689e-05,0.007841724987014104
0.001156895,0.01722448149615001
1.451206,1.310737065860088
-3.72e-05,-0.015122510784233767
0.000175979,0.013213550325832227
0.1102697,0.08436408451098058
0.000278954,-0.0008167219458424246
0.01902536,0.033796443405655976
0.1100807,0.08399946952429932
0.09512459,0.07804874765155574
0.1891564,0.10166972729215862
6.851178e-05,0.02152513320452394
0.07520767,0.08635588110649751
0.08446006,0.08115208104299253
0.06500082,0.10097942618630686
0.1060308,0.08459910120317723
-0.000224826,0.007811916992344042
4.711217e-05,0.009075853683422896
-6.34e-05,0.009064184212867546
0.000131532,0.006024731901425315
1.736353e-05,-0.01253032891867778
9.116656e-05,-0.014370905659534361
0.1350143,0.08885481910563349
0.03223962,0.056056707568382304
0.08630669,0.09873090434391554
0.05245277,0.054341237346681684
0.05605672,0.07718785051771318
0.1273269,0.0969412058976085
0.08194392,0.0705559413925636
-6.21e-05,0.023929357966089457
0.000256546,0.011886193879067766
8.776781e-05,0.020184397792516615
0.000125685,0.0035723254105853863
0.000286315,-0.021453743413200832
-7.13e-05,-0.026932387352364334
0.000962748,0.02281931656540713
3.90045e-05,0.0007000445085009188
0.1435671,0.07843606492346959
0.000240692,0.02712206423421616
0.07297537,0.0659245054842361
4.407895e-06,0.005780735564696077
0.02873155,0.05359323835908269
0.000248894,-0.015596598748813362
-0.000203386,-0.007842235016431442
0.07626165,0.0849775938597979
0.1328092,0.09992464806874049
0.06377484,0.08091907755585134
0.1214722,0.09615890417473998
8.724855e-05,-0.011369177890009047
0.06637767,0.07997909146781189
0.08186449,0.05369837741345046
0.000529968,-0.001246797825484397
0.2856583,1.3136767675910215
0.03914415,0.1028703114377219
0.000212831,0.028099465220619242
-8.89e-05,0.0072001534482504514
0.000431071,0.007583627815939548
0.0975197,0.07700715859502075
0.000244714,0.008466419679618531
2.146148e-05,0.020730451339728215
0.4286194,1.3237262947062662
1.391543,1.306678918959687
-0.000611064,0.02536819140928151
0.07532337,0.11188584436989851
-0.000157028,0.023800783525298533
8.429565e-05,-0.003750791717682514
0.08134449,0.0803118912698806
0.000166946,-0.03713119101515644
0.1199472,0.07718683068907195
0.05020094,0.0851088640624399
-0.000573227,-0.010314043794545397
8.780529e-05,0.005500382410770777
-1.8e-05,0.00812099749781059
-0.000381969,0.00413227337544031
0.08766751,0.07613581998288597
0.1334382,0.10056535607931083
-0.000765904,0.01630391880378118
0.05555231,0.07809010937342067
0.0927506,0.09715800245201896
0.000271729,-0.0126468973015645
0.04208763,0.06695053449701027
-7.03e-05,0.026154206949294725
0.000282439,0.021200974839574893
-0.000117795,-0.007082574436595351
0.000112192,-0.02275583987241897
0.000210823,-0.001356955194312795
0.000391532,0.023883101408730553
0.000232214,-0.015164489438429851
0.08190707,0.08592796082042657
0.09266818,0.07991615843416772
0.000168138,0.006730066184192612
-0.000114497,0.012004844722741673
0.07104074,0.0903713507696999
-0.00036736,-0.021048570005072653
-8.77e-05,0.0032044762274802963
0.08267638,0.09410850511005486
0.08287931,0.08391455612209622
0.000255547,-0.004658408234328532
0.1077332,0.0741334907098099
0.1072721,0.08988556094915227
0.1327327,0.10099691257012015
0.0,0.07906163585106271
4.195983e-05,0.015237925821858497
0.1470377,0.10043022467603394
0.000157831,0.0034877821651380925
-0.000416818,-0.011893316161913414
0.06795209,0.07831791014957741
-0.000182951,-0.010607471000852103
0.05341033,0.07357672232700427
-9.75e-05,0.02422673415245727
-0.000128127,-0.0329297185836647
7.648661e-05,-0.013296555576168975
0.1169373,0.09355921323301081
0.1261049,0.07355499799983217
0.000110827,-0.016723911128293967
0.07393215,0.08415452641078486
0.000170482,0.02126422344202862
0.000331261,-0.02003993545799075
-0.000437419,0.019351222386861447
0.1862973,1.3020343666949712
-2.51e-05,-0.005737689489653225
1.330653,1.3283039428657417
0.000254114,-0.0036431223884377806
9.918679e-05,-0.002097123963170744
0.0795781,0.05961122273580865
0.08305207,0.0907074763057442
-0.000858878,-0.009588008525587138
0.07079878,0.10137880727284213
0.07831281,0.10294689032951432
0.5561173,1.3162874957979778
0.08451605,0.08675550657947703
5.111894e-05,0.0015440070421099683
1.674769e-05,-0.004935484076469418
0.1742985,0.10143070442346658
4.185591e-05,0.007868066500399562
2.494974e-05,-1.7392299912766251e-07
0.143321,0.08040878773195845
0.000437926,-0.017309251526831618
1.71787e-05,0.02053500838487919
0.07183648,0.07781113651622584
-0.000256185,-0.017516226574552637
0.03910941,0.05485588772076045
0.000701098,-0.010439209280840911
0.000273236,0.004720252320894791
0.000866897,0.009329849961109568
0.261961,0.10858609057826357
0.05299084,0.09742058965943066
0.03966768,0.09256976906731382
0.000209867,0.014893737465070972
-0.000213826,-0.012501144355092933
0.0209665,0.06795611031137896
0.01868426,0.08903838957720861
0.07563096,0.08892846690880069
8.013371e-05,-0.018334108158070156
0.08540206,0.07296832785424488
0.02992242,0.06327067828707772
0.000301434,0.044480477800448476
-2.13e-05,-0.010467227694716738
0.04634102,0.05614398394021087
0.000154024,-0.0044520001268984755
0.000337551,0.020576568848626214
0.005732589,0.10122811984292786
-1.66e-05,-0.006070260500701016
0.000186399,-0.012074176666350259
0.08800626,0.09396958243051431
0.02600801,0.06494207791127057
0.000114152,-0.024428366571869378
1.264551,1.3241966793748652
0.09187676,0.10169408425156218
-3.55e-05,0.018216572388366742
-6.61e-05,-0.0002589929182479217
1.088787,1.326647229109097
0.08177792,0.07681492842691524
-0.000111351,0.026969572431508125
0.07556868,0.0697661602488763
-0.000136704,0.028144607406871865
0.000658603,0.019970448984640038
0.1507189,0.10052658726772992
0.000508873,0.02606215038855105
0.09348191,0.09640964111198276
0.1067093,0.09809996827084914
-7.3e-05,0.059143724454621655
0.000107524,0.022092393895443846
0.000666729,0.0021034310763203418
0.08631681,0.07201027489223914
0.08773474,0.06728468213375466
1.970377,1.3278839783414393
0.000107727,0.014891137448179478
0.000475974,0.008409644520488785
4.16252e-05,-0.016587197401349077
1.694131,1.3170214790349573
0.0948646,0.09445250538090755
0.08377131,0.0861385615305805
0.5838438,1.3157271045435828
0.1032539,0.0811682499478388
0.001116531,-0.03209272316081531
0.07134468,0.07627836578772917
0.000189256,0.008486604465483868
0.1356902,0.08984679991017598
0.000395361,0.020119154928915
0.1645474,0.10204228721816101
-0.00010673,-0.02778266592149775
0.000285572,-0.028987477835469552
0.000185119,0.001191835842329722
0.04829505,0.09817419661702646
-4.6e-05,-0.016240285096777232
-0.000229139,0.0014993206249080127
0.07216512,0.06912561608671661
-0.000162628,-0.014935934119687744
-0.000342149,0.03697879188100507
0.07919469,0.07420599092131967
0.1232416,0.09941573777779644
0.000390769,-0.019663764489769378
6.71668e-05,-0.019046589101145858
0.05451467,0.09538978470493614
-2.18e-05,0.00770659697979223
0.0,0.07697547239441913
0.05486755,0.08111121621283411
0.1009769,0.07639081103769417
0.09825518,0.08194102161951662
-2.86e-05,-0.014849154039639142
0.08161739,0.08361562064973253
0.009787623,0.08444875682236633
0.7692741,1.3251088716643562
-3.46e-05,-0.0022122073477690574
0.1808268,0.10144621077520473
0.08540002,0.058066609536176636
0.02422025,0.08758679252068459
0.07495255,0.1064190662223279
0.874019,1.3148308800596382
0.0852026,0.060943876470379264
0.000362672,0.0062952447157530456
0.1031611,0.09255426662698489
0.8656304,1.3203964809591253
0.000308748,-0.005214561622007327
4.036106e-05,-0.009879881435587531
0.07398618,0.04933628106049009
0.000102763,-0.008169220762156856
1.505861,1.3139077373249943
0.000190152,0.017361228475360743
0.02321945,0.10600412045119777
0.1253211,0.09068014869433798
5.020763e-05,-0.012763940207124333
0.1274005,0.09454208985427397
0.07909509,0.10344435946785478
1.259974,1.3246286426654652
4.620953e-05,-0.0028959910545122564
